"id","code","title","date_init","date_end","budget","grade","type_research","document","plan","location","objective","state_research","program_name","line_name"
1941,"T.RNR/2014.2/001","Eficiencia nutricional de Abonos Organicos utilizando como planta indicadora Colubrina glandulosa Perkins ""Shaina"" a nivel de vivero","2014-04-01","2014-09-30",1603.68,1,1,"Carta FRNR N° 583-2014-UNAS/Resolucion N° 077-14-D-FRNR-UNAS",1,NULL,"Determinar el efecto de los abonos organicos utilizando Colubrina glandulosa Perkins ""Shaina"" como planta indicadorea a nivel de vivero|Determinar el efecto de los abonos organicos en la altura de plantulas Colubrina glandulosa Perkins ""Shaina""|Determinar el efecto de los abonos organicos en el diametro de plantulas Colubrina glandulosa Perkins ""Shaina""|Determinar el efecto de abonos organicos en el volumen radicular de plantulas Colubrina glandulosa Perkins ""Shaina""|Determinar el efecto de los abonos organicos en materia seca de plantulas Colubrina glandulosa Perkins ""Shaina""",2,"No Definido","No Definido"
1942,"T.RNR/2014.2/002","Efecto de dosis de Guano de Isla  y Aminofol en el crecimiento de Dendrocalamus asper (Schult f.) Bascker ex K. Heyne f. en fase de vivero, Tingo Maria","2014-05-01","2014-12-31",3182.2,1,1,"Carta FRNR N° 560-2014-UNAS/Resolucion N° 063-14-D-FRNR-UNAS",1,NULL,"Determinar la interaccion entre la especie, dosis de guano de isla y aminofol respecto al numero de brotes, hojas y crecimiento en altura de Dendrocalamus asper (Schult & Schult f) Backer ex K Heyne f) fase de vivero|Determinar el efecto de las dosis de guano de isla y aminofol respecto al numero de brotes, hojas y crecimiento en altura de Dendrocalmus asper (Schult& Schult f.) Backer ex K Heyne f) fase de vivero|Determinar el porcentaje de supervivencia y mortalidad",2,"No Definido","No Definido"
1943,"T.FRS/1996.2/001","Efecto de abonamiento organico en el prendimiento y recimiento inicial de Uncaria tomentosa (Willd) DC. en suelo degradado en Tingo Maria.","1996-06-01","1997-03-31",0,1,1,"TESIS EN FISICO",1,NULL,"Determinar cual es la mejor dosis de abono organico en el prendimiento y crecimiento inicial de la Uncaria tomentosa (Willd) DC. en suelo degradado.|Determinar cual metodo de aplicacion de abono organico es el mejor.",4,"Gestion de bosques tropicales","Inventario de bosques tropicales en areas de prioridad"
1944,"T.FRS/1997.2/003","Estudio de las caracteristicas anatomicas y fisicas de Didymopanax morototoni (Aubl) Decne at Planch y Virola pavonis (A DC) A.C. Smith","1997-05-01","1997-12-31",0,1,1,"No Definido",1,NULL,"Evaluar cualitativa y cuantitativamente la estructura anatomica de dos especies forestales de la zona de Tingo Maria.|Determinar las propiedades fisicas (contenido de humedad, densidad y contraccion) de las especies en estudio.|Relacionar las caracteristicas de la estructura de los elementos xilematicos con los valores de las propiedades fisicas.",4,"No Definido","No Definido"
1945,"T.FRS/2002.3/001","Comportamiento silvicultural del tornillo (Cedrelinga cateniformis (Ducke) Ducke), en fajas de enriquecimiento, en el bosque reservado de la UNAS.","2002-06-02","2003-05-02",7427.2,1,1,"no Archivado",1,NULL,"Evaluar el comportamiento del tornillo, luego de una intervencion silvicultural.|Evaluar el crecimiento y la mortalidad del tornillo en fajas de enriquecimiento.|Evaluar el comportamiento de los plantones de tornillo, en fajas de enriquecimiento.",4,"No Definido","No Definido"
1946,"T.FRS/2004.2/002","Estimacion de capacidad de captura de carbono en distintos sistemas de uso de tierra en el campo experimental de Tulumayo.","2013-05-28","2013-05-28",2926,1,1,"no Archivado",1,"Estacion Experimental de Tulumayo - Huanuco, Peru","Estimar la capacidad de secuestro de carbono total por algunos sistemas de uso de tierra.|Determinar la biomasa de los componenetes en cada sistema de uso de tierra.|Comparar la biomasa total entre los sistemas de uso de tierra.",4,"No Definido","No Definido"
1947,"T.FRS/2003.3/001","Comparcion de dos especies de Pucaquiro Sickingia tinctoria (H.B.K) Kschum y Sickingia williansii Standl, de siembra directa en un sistema agroforestal.","2003-08-02","2004-08-02",5424.1,1,1,"no Archivado",1,NULL,"Evaluar el porcentaje de germinacion de la semilla de pucaquiro en siembra directa en un sistema agroforestal al ras del suelo.|Determinar el comportamiento de crecimiento de altura y diametro del pucaquiro en un sistema agroforestal.",4,"No Definido","No Definido"
1948,"T.FRS/2006.3/005","Capacidad antioxidante en seis leguminosas de la selva Peruana.","2006-10-01","2007-05-01",815,1,1,"ACUERDO N° 114-2006-FRNR-UNAS",1,NULL,"Evaluar la actividad antioxidante en hoja y corteza de seis especies de leguminosas. ""Inga edulis Mart.. ""guaba"" . ""Cajanus cajan (L.) Millap.""frijol de palo"", Senna alata (L.) Roxb. ""retarma tropical"", Copaitera officinalis L. ""copaiba"", Parkia velutina Benist ""pashaco curtidor"", Erythrina fusca Loureiro ""amasisa con espina"".|Evaluar la capacidad antioxidante en extractos metanolico y acuoso de hoja y cortez de las especies de leguminosas en estudio.|Determinar la capacidad antiodioxidante de las seis leguminosas, mediante los metodos de inhibicion por DPPH. inhibicion de radicales de peroxilios y polifenoles totales.",4,"No Definido","No Definido"
1949,"T.CSA/2006.3/001","Caracteristicas morfologicas e hidraulicas del rio las Pavas de la Provincia de Leoncio Prado.","2006-07-03","2007-12-03",4813,1,1,"ACUERDO N° 116-2006-FRNR-UNAS",1,NULL,"Determinar las caracteristicas morfologicas e hidraulicas del rio las Pavas de la Provincia de Leoncio Prado, y hallar las condiciones para el regimen de Cauce.|Determinar las maximas avenidas mediante metodos empiricos, directos o hidraulicos e hidrologicos.|Obtener las caracteristicas hidraulicas del rio las Pavas de la Provincia de Leoncio Prado.|Establecer la relacion que existe entre las caracteristicas hidraulicas y el caudal que produce.",2,"Biologia de suelos","Microorganismos y fauna del suelo"
1950,"T.FRS/2006.3/003","Determiancion de compuestos del Croton draconoides Muell Arg. Sangre de grado  en la zona de Pucallpa y Tingo Maria.","2006-06-02","2006-12-02",12917.3,1,1,"RESOLUCION N° 092-06-FRNR-UNAS",1,NULL,"Identificacion de la Croton draconoides Muell Arg. (Sangre de grado) en la zona de Pucallpa y Tingo Maria.|Determinar la presencia de compuestos quimicos mediante los metodos de DDPH, radicales periodoxilos totales, teniendo en cuenta el lugar de procedencia y la parte de la planta.",4,"No Definido","No Definido"
1951,"T.RNR/2006.3/005","Fertilizacion organica en el cultivo de Tara (Caesalpinia spinosa) en el Distrito de Ambo-Huanuco.","2006-05-01","2006-10-01",4352,1,1,"RESOLUCION N° 063-06-FRNR-UNAS",1,NULL,"Determinar la fuente de materia organica que incrementara el crecimiento en altura y diametro de la tara Caesaipinia spinosa.|Comparar seis tipos de abonamiento en el crecimiento de diametro y altura de la planta en la plantacion establecida el año 2001 en el sector ""A"".",2,"No Definido","No Definido"
1952,"T.FRS/2006.3/004","Control quimico de Phyllacora balansae en plantones de Cedrela Odorata Linneus ""Cedro"", a nivel de vivero.","2006-05-01","2007-01-31",2094.29,1,1,"ACUERDO N° 115-2006-FRNR-UNAS",1,NULL,"Caracterizar los sintomas de la enfermedad causada por Phyllachora balansae.|Evaluar la eficiencia del control de fungicidas de accion sistemica y de contacto sobre Phyllachora balansae en plantulas de cedro.",4,"No Definido","No Definido"
1953,"T.CSA/2007.1/002","Efecto de enmiendas y Kudzu (Pueraria phaseoloides) en la recuperacion de suelos degradados en Tingo Maria.","2007-01-01","2007-07-31",2515.7,1,1,"RESOLUCION N° 004-07-FRNR-UNAS",1,NULL,"Evaluar la influencia de las enmiendas en el crecimiento de kudzu (Pueraria phaseoloides).|Determinar el aporte de restos vegetales por hectarea del kudzu (Pueraria phaseoloides).|Determinar el porcentaje de cobertura del kudzu (Pueraria phaseoloides) en diferentes periodos.",3,"Biologia de suelos","Microorganismos y fauna del suelo"
1954,"T.RNR/2007.1/006","Identificacion de agentes causantes de la pudricion del Tornillo (Cedrelinga catenaeformis Ducke) en Tingo Maria.","2006-12-01","2007-05-20",5618.8,1,1,"RESOLUCION N° 005-07-FRNR-UNAS",1,NULL,"Caracterizar los agentes patogenos causantes de la pudricion del tornillo (Cedrelinga catenaeformis Ducke).|Identificar los agentes patogenos causantes de la pudricion del tornillo (Cedrelinga catenaeformis Ducke).",2,"No Definido","No Definido"
1955,"T.FRS/2007.3/003","Efecto del nitrogeno, fosforo y potasio en el crecimiento de Guazuma crinita Mart ""Bolaina Blanca"" en fase de vivero en la UNAS, Tingo Maria","2007-02-01","2007-08-31",2914.8,1,1,"RESOLUCION N° 141-07-FRNR-UNAS",1,NULL,"Determinar el analisis nutricional de la especie Guazuma crinita Mart ""Bolaina Blanca""|Evaluar el efecto de las dosis de fertilizantes nitrogeno (N), fosforo (P2O5) y potasio K2O, sobre crecimiento de Guazuma crinita Mart ""Bolaina Blanca"" en fase de vivero|Evaluar la altura, diametro, area foliar, longitud, peso y volumen radicular de Guazuma crinitta Mart ""Bolaina Blanca""",4,"No Definido","No Definido"
1956,"T.RNR/2007.1/007","Inventario de la Flora no maderable en ecosistemas forestales de unidades agricolas familiares de la margen derecha de la Cuenca del Rio Huallaga","2007-03-16","2007-03-16",8961.7,1,1,"RESOLUCION N° 007-07-FRNR-UNAS",1,"","Evaluar las especies no maderables en los ecosistemas naturales de unidades agricolas  familiares de la margen derecha de la Cuenca Media del Rio Huallaga|Establecer el uso actual de la flora no maderable en ecosistemas forestales de undiades agricolas familiares de la margen derecha de la Cuenca Media del Rio Huallaga|Determinar la potencialidad de las especies no maderables en los ecosistemas naturales con posibilidades economicas en las unidades agricolas familiares de la margen  derecha de la Cuenca Media del Rio Huallaga",4,"No Definido","No Definido"
1957,"T.FRS/2007.1/004","Efecto antifungico de extractos crudos etanolicos de Ocotea sp. (isma moena) y Genipa americana (huito) en el control de Candida albicans.","2007-03-16","2007-03-16",0,1,1,"TESIS EN FISICO",1,"Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Obtener  extractos crudos etanolicos de hoja y corteza de Ocotea sp. (Isma moena) y Genipa americana (Huito).|Determinar el efecto antifungico por medio de la Concentracion Inhibitoria Minima (CIM) en el control de Candida albicans.",4,"No Definido","No Definido"
1958,"T.FRS/2007.1/002","Desinfeccion de yemas para la micropagacion de Croton Lechleri Arg. ""Sangre de Grado"".","2007-03-22","2007-03-22",5160.65,1,1,"RESOLUCION N° 019-07-FRNR-UNAS",1,NULL,"Especificar la tecnica de desinfeccion adecuada para la micropropagacion in vitro de Croton lechleri Muell ""Sangre de Grado"".",4,"No Definido","No Definido"
1959,"T.CSA/2007.1/001","Determinacion de suelos degradados mediante tecnicas de teledeteccion en la Microcuenca del Rio Delfin - Pozuzo","2007-03-16","2007-03-16",0,1,1,"ACTA DE SUSTENTACION DE TESIS",1,NULL,"Determinar valores espectrales que pueda identificar de una forma precisa las variaciones multitemporales experimentadas por los suelos degradados para su posterior ubicacion en el dominio espacial|Determinar el comportamiento espectral que presentan los diferentes niveles de degradacion de suelos|Determinar la relacion de los indices espectrales que mejor represente los suelos degradados, usando las formulas mas utilizadas, el indice de vegetacion  normalizada (NDVI) y los nuevos indices desarrollados para estudios de la degradacion de los suelos|Ofrecer las nuevas alternativas metodologicas para monitorear la degradacion de suelos por satelite con la validacion de nuestro resultado",4,"No Definido","No Definido"
1960,"T.FRS/2007.1/007","Estudio comparativo de las Heliotas durables en Bosque Residual en dos tipos de suelo.","2007-03-22","2007-03-22",4976.4,1,1,"RESOLUCION N° 032-07-FRNR-UNAS",1,NULL,"Evaluar y comparar las varibles dasonomicas (diametro) y ecologica (infestacion de lianas, calidad de fuste, forma e iluminacion de copa) de las especies forestales heliofitas durables de dos tipos de suelo.|Comparar la variacion de la frecuencia de las heliofitas durables por categoria silvicultural: Plantulas, brinzales, latizales, fustales y arboles en dos tipos de suelo.",3,"No Definido","No Definido"
1961,"T.FRS/2007.1/001","Carbono aereo en Bosque Secundario Pucayacu - huanuco.","2006-07-01","2007-02-28",14359,1,1,"RESOLUCION N° 031-07-FRNR-UNAS",1,NULL,"Calcular el carbono aereo en un bosque secundario.|Calcular la biomasa arborea.|Calcular la biomasa arbustiva y herbacea.|Calcular la biomasa de hojarascas.|Calcular la biomasa vegetal total.|Calcular el carbono total.",4,"No Definido","No Definido"
1962,"T.FRS/2007.3/006","Efecto de cuatro tipos de sustratos en la propagacion por rizomas de Heliconia rostrata & Pavon, Strelitzia sp y Etlingera elatior (Jack) R.M bajo condiciones de vivero","2007-02-01","2007-11-30",0,1,1,"RESOLUCION N° 144-07-FRNR-UNAS",1,NULL,"Evaluar el efecto de cuatro tipos de sustrato en la propagacion por rizomas de Heliconia rostrata Ruiz & Pavon (Heliconia pico de loro), Strelitzia sp (Ave de paraiso ) y Etlingera elatior (Jack) R.M (Baston del Emperador en fase de vivero|Evaluar el porcentaje de prendimiento de las plantas en estudio|Determinar el sustrato que responde al crecimiento adecuado en la propagacion por rizomas de Pico de Loro Heliconia rostrata Ruiz & Pavon (Ave del Paraiso) Strelitzia reginae Ait y (Baston del Emperador) Etlingera elatior (Jack) R.M Sam) en condiciones de vivero|Evaluar el efecto de cuatro sustratos formados por el humus de lombriz, gallinaza, aserrin descompuesto y tierra agricola con arena en el porcentaje de prendimiento y numero de hijuelos, incremento en altura y diametro, numero de hojas y area foliar, peso fresco, peso seco y volumen radicular|Determinar el efecto de cuatro sustratos en la propagacion de rizomas de Heliconia rostrata Ruiz & Pavon (Pico de Loro) Strelitzia reginae Ait (Ave de Paraiso) y Etlingera elatior (Jack) R.M.SAM (Baston del Emperador) en fase de vivero",4,"No Definido","No Definido"
1963,"T.FRS/2007.3/010","Caracterizacion de los nodulos rhizobianos de las especies del genero Inga del Bosque Reservado de la Universidad Nacional Agraria de la Selva BRUNAS - Tingo Maria.","2007-03-20","2007-10-20",4864.2,1,1,"RESOLUCION N° 163-07-FRNR-UNAS",1,NULL,"Caracterizar los nodulos rhizobianos de las especies del genero Inga|Distinguir morfologicamente las diferencias en los nodulos rhizobianos asociados al genero Inga que se encuentran en el Bosque Reservado de la UNAS, Tingo Maria|Determinar las diferentes especies del genero Inga que nodulan simbioticamente existentes en el Bosque Reservado de la UNAS -  Tingo Maria, lo hacen con asociacion de Rhizobium o con otro genero microbiano",4,"No Definido","No Definido"
1964,"T.RNR/2008.2/015","Comportamiento silvicultural en una plantacion de Mauritia flexuosa L.F. (Aguaje) con aplicacion de enmiendas organicas y guano de isla en Tingo Maria","2007-12-01","2008-12-20",5662,1,1,"RESOLUCION N° 102-08-FRNR-UNAS",1,NULL,"Establecer una plantacion de Mauritia flexuosa  flexuosa L.F. (Aguaje) con enmiendas organicas de gallinaza y guano de isla en el Centro de Investigacion y Produccion Tulumayo Anexo La Divisoria (CIPTALD)|Evaluar el comportamiento silvicultural de Mauritia flexuosa L:F. frente a la aplicacion de diferentes dosis de enmiendas organicas de guano de isla y gallinaza|Determinar el incremento en diametro de copa, altura total y numero de hojas en una planatacion de Mauritia flexuosa L.F. en el periodo de un año|Determinar el porcentaje de moprtandad en una plantacion de Mauritia flexuosa L.F.|Realizar un inventario de las especies predominantes existentes en el bosque altoandino de la CCAH, estimar la biomasa aerea total, mediante el uso de ecuaciones alometricas en los componentes del bosque altoandino de la CCAH y determinar la cantidad de carbono almacenado en la biomasa aerea en los componentes del bosque altoandino de la CCAH",3,"No Definido","No Definido"
1965,"T.FRS/2008.3/008","Efecto de diferentes tipos de sustrato organico en el crecimiento de plantulas de Cedro Rosado (Acrocarpus fraxinifolius Wight & Arn) fase de vivero","2008-05-01","2008-09-20",3768.55,1,1,"RESOLUCION N° 176-08-FRNR-UNAS",1,NULL,"Determinar el analisis nutricional (NPK)  de las plantulas de Cedro Rosado (Acrocarpus fraxinifolius Wight & Arn)|Determinar el efecto en la altura de plantulas de Cedro Rosado (Acrocarpus fraxinifolius Wight & Arn)|Determinar el efecto de diferentes tipos de sustrato organico en el crecimiento de plantulas de cedro rosado (Acrocarpus fraxinifolius Wight & Arn) en fase de vivero|Determinar el efecto en el numero de hojas por plantula de Cedro Rosado (Acrocarpus fraxinifolius Wigt & Arn)|Determinar el efecto en el volumen radicular y materia seca de las plantulas de Cedro Rosado (Acrocarpus fraxinifolius Wight & Arn)|Determinar el efecto en el diametro de plantulas de Cedro Rosado (Acrocarpus fraxinifolius Wight & Arn",4,"No Definido","No Definido"
1966,"T.FRS/2008.3/007","Valoracion economica de los Sistemas Agroforestales caracterizados en la Cuenca Media de la margen derecha del Rio Huallaga","2008-03-01","2008-08-31",7780.3,1,1,"RESOLUCION N° 178-08-FRNR-UNAS",1,NULL,"Realizar la valorizacion economica de los componentes caracterizados en los Sistemas Agroforestales establecidos dentro de las unidades demostrativas (UD) ubicadas en el area de estudio del Proyecto Floagri para determianr su rentabilidad|Determinar el valor economico mediante el metodo de uso directo e indirecto de los componentes exisstentes dentro de los Sistemas Agroforestales caracterizados en las UD|Realizar la valorizacion economica de los sistemas agroforestales caracterizados en el margen derecho de la cuenca maedia del rio Huallaga.|Realizar la valorizacion economica de los sistemas agroforestales caracterizados en las unidades demostrativas (UD) ubicadas en el area de estudio del proyecto Floagri.",4,"No Definido","No Definido"
1967,"T.FRS/2008.3/012","Polifenoles totales y capacidad antioxidante en la Pulpa y  cascara de Mauritia flexuosa L:F. ""Aguaje""","2008-07-03","2008-12-20",2700,1,1,"RESOLUCION N° 179-08-FRNR-UNAS",1,NULL,"Cuantificacion de los polifenoles totales en la pulpa y cascara de Mauritia flexuosa ""Aguaje""|Determinacion de la capacidad antioxidante de la pulpa y cascara de Mauritia flexuosa ""Aguaje"", usando el metodo radical libre DPPH (2,2 DIFENIL-1-picrihidozina)",4,"No Definido","No Definido"
1968,"T.FRS/2008.2/011","Etiologia de la mancha foliar causado por bacterias en plantas de Anthurium andraeanum L (Anturio) en Tingo Maria","2008-09-20","2008-07-10",3720,1,1,"RESOLUCION N° 180-08-FRNR-UNAS",1,NULL,"Determinar e identificar enfermedades causadas por bacterias en plantas de Anthurium andraeanum Linden (anturio) e indicar el tratamiento, prevencion y conttrol en la zona de Tingo Maria|Identifcar el agente causal de la enfermedad en el Anthurium andraeanum Linden|Reconocimeinto y diferenciacion de los signos de las enfermedades de Anthurium andraeanum Linden|Determinar el tratamiento de prevencion y control de las afecciones presentadas en Anthurium andraeanum Linden (Anturio)",2,"No Definido","No Definido"
1969,"T.CSA/2008.3/002","Efecto de cuatro tipos de sustratos y el Acido Indolbutirico (AIB) en el enraizamiento de estacas de cacao (Theobroma cacao L.) en Tingo Maria","2008-06-01","2008-11-30",913,1,1,"Resolucion N° 207-08-FRNR-UNAS",1,"Buenos Aires, Afilador - Tingo Maria, Peru","Evaluar el efecto de cuatro tipos de sustratos y el acido indobutirico (AIB) en el enraizamiento de estacas de cacao (Theobroma cacao L) en Tingo Maria",4,"No Definido","No Definido"
1970,"T.CSA/2008.3/005","Indice de estabilidad estructural de agregados en suelos acido bajo dos sitemas de uso en el cultivo de cacao (Theobroma cacao L.)","2008-06-01","2008-11-30",4799,1,1,"Resolucion N° 208-FRNR-UNAS",1,"Estacion Experimental Choclino del Instituo de Cultivos Tropicales (ICT) - San Martin, Peru","Determinar el indice de estabilidad estructural de los agregados en suelos acidos, bajo dos sistemas de uso en el cultivo de cacao (Theobroma cacao L.) en suelos acidos|Determinar la estabilidad de los agregados del suelo de los sistemas de manejo mejorado (BMS) y de manejo tradicional de cacao (TMS)|Determinar el contenido de materia organica en los dos sistemas|Determinar la distribucion de agregados en los dos sistems|Determinar la densidad aparente y la resistencia del suelo en los dos sistemas",4,"No Definido","No Definido"
1971,"T.RNR/2008.3/006","Efecto de cuatro niveles de estiercol, en la germinacion y comportamiento inicial del Piñon Blanco (Jatropha curcas L) en suelos degradados de Tingo Maria","2008-08-27","2009-03-20",519.75,1,1,"RESOLUCION N° 226-08-FRNR-UNAS",1,NULL,"Evaluar  el efecto de cuatro niveles de estriercol, un suelo degradado en la germinacion y crecimiento del ""Piñon Blanco"" (Jatropha curcas L.) en campo definitivo en Supte San JOrge - Tingo Maria|Evaluar el porcentaje de germinacion|Evaluar el crecimiento de altura total y diametro basal|Evaluar el numero de ramas",3,"No Definido","No Definido"
1972,"T.CSA/2009.1/002","Efecto del Kudzu (Pueraria  phaseoloides) y calcita en las propiedades mecanico y quimicas en condiciones de Selva Alta","2008-07-01","2009-01-31",3680.6,1,1,"RESOLUCION N° 225-08-FRNR-UNAS",1,"Fundo ""Lopez"" - Sarita Colonia, Tocache","Evaluar el efecto del Kudzu (Pueraria phaseoloides) y calcita en las propiedades  mecanico y quimica del suelo en condiciones de Selva Alta|Determinar la cantidad de la materia fresa y seca del Kudzu (Pueraria phaseoloides)|Evaluar las propiedades mecanico y quimica del suelo",3,"Biologia de suelos","Microorganismos y fauna del suelo"
1973,"T.CSA/2008.3/004","Influencia de las coberturas en la erosion hidrica en parcelas demostrativas del Bosque Reservado de la Universidad Nacional Agraria de la Selva","2008-06-01","2008-12-20",3168.55,1,1,"RESOLUCION N° 224-08-FRNR-UNAS",1,NULL,"Evaluar la influencia de proteccion ejercida por las coberturas que se aplican en zona del Alto Huallaga|Determinar la influencia de las coberturas vegetales en la variacion de la erosion hidrica en parcelas demostrativas del Bosque Reservado de la Universidad Nacional Agraria de la Selva.|Determinar la influencia de la cobertura en la variacion de la erosion hidrica en parcelas demostrativas del Bosque Reservado de la Universidad Nacional Agraria de la Selva.|Determinar la influencia de las coberturas en el grado de la erosion hidrica en parcelas demostrativas del Bosque Reservado de la Universidad Nacional Agraria de la Selva|Determianr la tasa de perdida de suelo (in situ) con diferentes coberturas en parcelas de escorrentia|Evaluar las variables de la Ecuacion Universal de perdida de suelos USLE de acuerdo a las condiciones locales",4,"Biologia de suelos","Microorganismos y fauna del suelo"
1974,"T.CSA/2008.3/003","Biodegradacion de Aluminio III y Fierro III mediado por Bacterias aisladas de zona tropical","2008-06-01","2008-11-30",1261.7,1,1,"RESOLUCION N° 228-08-FRNR-UNAS",1,"Laboratorio de Microbiologia General de la Universidad Nacional Agraria de la Selva - Tingo Maria, Peru","Determinar la capacidad de bacterias autoctonas del Sector La Muyuna de Tingo Maria para la degradacion de metales toxicos como el Aluminio III e Fierro III presentes en suelos|Aislar microorganismos con capacidad de degradar Aluminio III y Fierro III|Determinar la capacidad de degradacion bacteriana de Aluminio III y Fierro III en biorreactores tipo Airlift",3,"Biologia de suelos","Microorganismos y fauna del suelo"
1975,"T.RNR/2008.3/009","Efecto del Bocashi, Guano de Isla y Roca Fosforica en las propiedades del suelo de Cafetales en la Divisoria","2008-06-01","2008-12-20",1659.9,1,1,"RESOLUCION N° 227-08-FRNR-UNAS",1,NULL,"Determinar efecto de la aplicacion del Bocashi sobre las propiedades fisicas, quimicas y biologicas del suelo con el proposito de mejorar la calidad de suelos cafetaleros de Selva Alta en el Peru|Determinar las propiedades fisicas del suelo en respuesta a la aplicacion de Bocashi, Guano de Isla y Roca Fosforica|Determinar las propiedades biologicas como factor determinante de la calidad del suelo en respuesta a la aplicacion de Bocashi, Guano de Isla y Roca Fosforica|Determinar la velocidad de descomposicion de la materia organica del suelo",3,"No Definido","No Definido"
1976,"T.FRS/2008.3/011","Carbono almacenado en el suelo a diferentes altitudes del Parque Nacional Tingo Maria","2008-09-01","2008-07-31",4391.2,1,1,"RESOLUCION N° 229-08-FRNR-UNAS",1,"Parque Nacional Tingo Maria y Laboratorios de Quimica forestal y analisis de Agronomia de la Universidad Nacional Agraria de la Selva -  Tingo Maria, Peru","Evaluar el carbono almacenado en diferentes altitudes del Parque Nacional Tingo Maria|Determinar el carbono almacenado del suelo a diferentes altirudes del Parque Nacional Tingo Maria|Determinar el carbono almacenado del suelo a diferentes altirudes del Parque Nacional Tingo Maria|Determinar el carbono almacenado de las raices del suelo a diferents altirudes del Parque Nacional Tingop Maria",4,"No Definido","No Definido"
1977,"T.FRS/2008.3/010","Determinacion de flavonoides y compuestos afines en la semilla de Eugenia stipitata Mc. Vaugh (Araza)","2008-08-12","2009-01-12",3598.43,1,1,"RESOLUCION N° 249-08-FRNR-UNAS",1,"Laboratorio de Fitoquimica Forestal de la Facultad de Recursos Naturales Renovables de la Universidad Nacional Agraria de la Selva","Determinar la cantidad de flavonoides y compuestos afines por gramo de semilla seca de Eugenia stipitata Mc. Vaugh (Araza)|Realizar extractos acuosos y etanolios de la semilla de Eugenia stipitata Mc. Vaught (Araza)|Realizar las extracciones liquido - liquido con los diferentes solventes organicos necesarios para separar  a los flavonoides y compuestos afines de la semilla de Eugenia stipitata Mc. Vaugh (Araza)",4,"No Definido","No Definido"
1978,"T.FRS/2008.3/006","Determinacion del pH y capacidad buffer a diferentes alturas del fuste y corteza del Calycophyllum spruceaanum Benth (Capirona) - Tingo Maria","2008-07-01","2009-03-31",2955.7,1,1,"RESOLUCION N° 237-08-FRNR-UNAS",1,NULL,"Determinar el pH y capacidad buffer a tres alturas del fuste y corteza de la especie forestal Capirona (Calycophyllum spruceanum (Benth) K. Schum)|Determinar el pH y capacidad buffer de la albura y duramen en trea alturas  del fuste (base, media y alta de la especie  Capirona (Calycophyllum spruceanum (Benth) K. Schum)|Determinar el pH y capacidad  buffer de la corteza de la Capirona|Caracterizacion fisico - quimica de la especie mencionada",4,"No Definido","No Definido"
1979,"T.FRS/2008.3/009","Modelo de elevacion de terreno (MET) y analisis morfometrico de las Microcuencas del Parque Nacional de Tingo Maria (PNTM) - Peru","2008-09-01","2009-04-30",4457.2,1,1,"Resolucion N° 253-08-FRNR-UNAS",1,"Parque Nacional Tingo Maria, Peru","Evaluar la calidad del modelo de elevacion digital de acuerdo a la evaluacion estadistica ""Calculo del Error del Modelo de Elevacion Digital (DEM)|Evaluar la calidad del modelo de elevacion de terreno de la imagen ASTER, SRTM, GOOGLE EARTH y Carta Nacional (IGN) de acuerdo a la evaluacion estadistica.|Analizar el comportamiento de las variables derivadas del modelo de elevacion digital mediante la elaboracion de mapas de tipos de bosque (con sus respectivas  caracterizaciones edaficas), fisiografico, suelos, topograficos (pendiente y altitud), hidrografico (analisis de los parametros morfometricos) y red vial (accesibilidad ) del Parque Nacional Tingo Maria (PNTM), asicomo sus aplicaciones|Elaborar el modelo de elevacion de terreno mediante el analisis topografico y el uso de  sistemas de informacion geografica con la finalidad de establecer su influencia en el analisis de la morfometria de las Microcuencas, analisis del potencial forestal, analisis fisiografico y analisis de pendiente del Parque Nacional Tingo Maria (PNTM)|Determinar los parametros morfometricos de las microcuencas Tres de Mayo, Rio Oro y Rio Colorado.|Realizar y determinar el mapa fisiografico y el potencial forestal con fines de establecer su conservacion y manejo integral de acuerdo a la zona donde este se encuentre dentro de la zonificacion del Parque Nacional de Tingo Maria|Realizar y determinar el mapa fisiografico y el potencial forestal, del Parque Nacional Tingo Maria (PNTM)|Analizar la vegetacion (potencial maderable) del area de proteccion de flora y fauna del Parque Nacional Tingo Maria, utilizando el modelo de elevacion digital|Elaborar el modelo de elevacion digital y analizar la morfometria de las Microcuencas del Parque Nacional de Tingo Maria (PNTM) a partir de curvas de nivel mediante el uso de Sistemas de Informacion Geografica; con fines de conservacion y Manejo Integral (bosque, forestal, suelo, etc) del PNTM.",4,"No Definido","No Definido"
1980,"T.RNR/2008.3/014","La macrofauna del suelo como indicador biologico en diferentes usos de suelos aluviales en el Sector Los Milagros - Aucayacu","2008-05-01","2008-10-31",2271.5,1,1,"RESOLUCION N° 265-08-FRNR-UNAS",1,NULL,"Identificar las especies de macrofauna en un transepto en el Sector Los Milagros  - Aucayacu en suelos aluviales que se comporten como indicadores biologicos|Aislar e identificar especies de macrofauna en suelos aluviales de la zona|Determinar las caracteristicas edaficas de estos suelos|Relacionar la presencia de la macrofauna con el uso de los suelos de la zona",3,"No Definido","No Definido"
